title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,ratings_per_page,page_group,cluster,nome_cluster
Essential Tales and Poems,Edgar Allan Poe/Benjamin F. Fisher,4.36,eng,688,66382,109,2004-10-25,Barnes  Noble Classics,96.48546511627907,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Poetry  Tales and Selected Essays,Edgar Allan Poe/Gary Richard Thompson/G.R. Thompson/Patrick F. Quinn,4.41,eng,1520,170,13,1996-10-01,Library of America,0.1118421052631579,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Complete Stories,Franz Kafka/Nahum N. Glatzer/John Updike,4.35,eng,488,168,12,1995-11-14,Schocken Books,0.3442622950819672,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Sons,Franz Kafka/Edwin Muir/Willa Muir/Eithne Wilkins/Ernst Kaiser/Mark Anderson/Arthur S. Wensinger,3.95,eng,167,529,37,1989-08-05,Schocken,3.1676646706586826,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Metamorphosis and Other Stories,Franz Kafka/Donna Freed/Jason Baker,4.03,eng,191,132,19,2004-09-20,Barnes  Noble Classics,0.6910994764397905,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Metamorphosis And Other Stories,Franz Kafka/Joachim Neugroschel,4.03,eng,227,61,6,1993-12-01,Scribner Book Company,0.2687224669603524,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Metamorphosis (Star Trek: The Next Generation),Jean Lorrah,3.72,eng,371,1399,49,1990-03-01,Pocket Books,3.77088948787062,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lolita,Richard Corliss,3.89,eng,96,475,23,1994-12-27,British Film Institute,4.947916666666667,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lolita: The Screenplay,Vladimir Nabokov,3.87,eng,240,281,18,1997-08-26,Vintage,1.1708333333333334,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Lolita,Vladimir Nabokov/Martin Amis,3.89,eng,335,1965,295,1993-03-09,Everyman's Library,5.865671641791045,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Mysteries,Knut Hamsun/Sverre Lyngstad,4.09,eng,313,282,37,2001-01-01,Penguin Classics,0.9009584664536742,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Hunger,Knut Hamsun/George Egerton,4.05,eng,134,28153,1372,2003-11-17,Dover Publications,210.09701492537314,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Victoria,Knut Hamsun/Oliver Stallybrass,3.74,eng,155,47,7,1994-10-01,Sun & Moon Press,0.3032258064516129,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,3.96,eng,164,696,25,2001-04-30,Condor Books,4.2439024390243905,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Pan,Knut Hamsun/Sverre Lyngstad,3.9,eng,181,5833,255,1998-09-01,Penguin Classics,32.226519337016576,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Last Joy,Knut Hamsun/Sverre Lyngstad,3.77,eng,250,129,8,2002-07-01,Green Integer,0.516,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
In Wonderland,Knut Hamsun/Sverre Lyngstad,3.6,nor,185,86,8,2003-09-01,Ig Publishing,0.4648648648648649,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Guilty as Charged,Scott Turow/Sarah Shankman/Jay Brandon/Jeremiah Healy/Ed Gorman/John Jakes/Maynard F. Thomson/Lia Matera/Susan Dunlap/Bill Pronzini/John Lutz/Andrew Klavan/Marcia Muller/Stuart M. Kaminsky/Carolyn Wheat/Stan Washburn/Valerie Frankel,3.76,eng,10,149,2,1996-10-01,Pocket Books,14.9,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
On the Shoulders of Giants: The Great Works of Physics and Astronomy,Stephen Hawking/Isaac Newton/Nicolaus Copernicus/Albert Einstein/Johannes Kepler/Galileo Galilei,4.2,eng,256,4151,33,2006-01-01,Penguin Books,16.21484375,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Visions of Heaven and Hell,Clive Barker,4.32,eng,352,661,20,2005-09-27,Rizzoli,1.8778409090909092,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Books of Blood: Volumes One to Three (Books of Blood #1-3),Clive Barker,4.18,eng,507,22863,491,1998-10-01,Berkley Books,45.094674556213015,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Everville (Book of the Art #2),Clive Barker,4.03,eng,697,8829,157,1999-11-03,HarperPerennial,12.667144906743186,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Great and Secret Show (Book of the Art #1),Clive Barker,4.05,eng,658,25955,518,1999-11-03,HarperPerennial,39.44528875379939,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Abarat: Days of Magic  Nights of War,Clive Barker,4.2,eng,569,12118,292,2006-09-26,HarperCollins,21.29701230228471,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Imajica: The Reconciliation,Clive Barker,4.42,eng,544,2583,30,1995-05-10,HarperTorch,4.748161764705882,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Sacrament,Clive Barker,3.75,eng,594,3942,106,1997-05-01,Harper Voyager,6.636363636363637,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Inhuman Condition (Books of Blood  #4),Clive Barker,3.96,eng,180,6294,111,2001-03-01,Pocket Books,34.96666666666667,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,eng,66,941,49,2001-09-24,Wesleyan University Press,14.257575757575758,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,eng,448,29586,981,2001-02-13,Modern Library,66.04017857142857,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Return of the Native,Thomas Hardy/Phillip Mallett,3.86,eng,552,44,5,2006-02-14,W. W. Norton & Company,0.07971014492753623,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.0,eng,9,662,23,2000-05-02,Random House Audio,73.55555555555556,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Blood and Smoke,Stephen King,3.92,eng,4,6221,155,2000-01-01,Simon & Schuster Audio,1555.25,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
LT's Theory of Pets,Stephen King,3.69,eng,1,2824,140,2001-08-01,Simon  Schuster Audio,2824.0,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,3.6,spa,362,336,37,1999-02-01,Plaza & Janés Editores  S.A.,0.9281767955801105,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Silver Bullet,Stephen King/Bernie Wrightson,3.64,eng,255,3551,33,1985-11-12,Signet,13.925490196078432,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Patriot Games (Jack Ryan  #1),Tom Clancy,4.14,eng,503,170797,984,1992-05-01,Berkley,339.5566600397614,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,3.92,eng,717,339,25,2001-09-08,Tor Books,0.47280334728033474,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,4.17,eng,224,3162,28,1989-07-01,Warner,14.116071428571429,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Four Past Midnight,Stephen King,3.93,eng,768,1430,42,2004-03-02,Signet,1.8619791666666667,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Gerald's Game,Stephen King,3.51,eng,332,117178,2678,1992-09-01,Smithmark Publishers,352.9457831325301,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,3.83,eng,445,4321,164,2005-09-06,Scribner,9.710112359550562,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,4.13,spa,375,12,1,2003-07-01,Planeta Publishing,0.032,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4.0,spa,417,79,11,2004-04-30,Debolsillo,0.18944844124700239,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,3.78,spa,203,91,22,1987-09-01,Martínez Roca,0.4482758620689655,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,3.67,eng,277,7852,352,2001-04-29,Hyperion,28.346570397111915,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Now and on Earth,Jim Thompson/Stephen King,3.7,eng,320,339,21,1994-02-01,Vintage,1.059375,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Monkey,Stephen King/David Purdham,3.77,eng,2,801,44,1989-10-28,Random House Audio,400.5,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,4.07,eng,1075,3231,72,1996-10-01,Viking Adult,3.005581395348837,1001-2000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Ojos de fuego,Stephen King/Eduardo Goligorsky,3.88,spa,528,353,29,2001-09-04,Plaza y Janés,0.6685606060606061,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,4.17,eng,302,146,13,1999-11-01,Sholom Aleichem Family Publications,0.48344370860927155,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,4.26,eng,692,66,6,1990-11-18,Avenel Books,0.0953757225433526,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,4.07,eng,324,2466,107,2006-08-01,Feminist Press,7.611111111111111,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
V.,Thomas Pynchon,3.96,ger,544,46,4,1994-08-01,Rowohlt,0.08455882352941177,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,eng,205,37,4,1988-12-31,Farrar Straus Giroux,0.18048780487804877,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,3.88,eng,224,24866,1608,2005-06-14,Modern Library,111.00892857142857,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,4.44,eng,458,486,20,1985-12-01,Arkham House Publishers,1.0611353711790392,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,4.25,eng,184,21719,491,1991-09-13,Del Rey Books,118.03804347826087,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,4.45,eng,170,22,2,1998-06-01,Leisure Books,0.12941176470588237,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,4.44,eng,552,29,5,2002-06-17,Voyager,0.05253623188405797,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Aeneid,Virgil/Robert Fitzgerald,3.84,eng,483,184,21,1992-06-30,Everyman's Library,0.38095238095238093,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Aeneid (Verse Translation),Virgil/Rolfe Humphries,3.84,eng,368,19,2,1987-01-15,Prentice Hall/Scribner/Macmillan,0.051630434782608696,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Iliad,Homer/Andrew Lang,3.86,eng,542,64,8,2011-09-01,Collector's Library,0.11808118081180811,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,4.04,eng,121,532,57,2005-03-31,NYRB Classics,4.396694214876033,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Iliad,Homer/Victor G. Ambrus/Nick McCarty,3.86,eng,95,8,3,2000-09-15,Kingfisher,0.08421052631578947,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,3.94,eng,463,15118,318,2004-12-01,G.P. Putnam's Sons,32.652267818574515,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,4.02,eng,388,369,33,1981-08-30,Penguin Classics,0.9510309278350515,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,4.07,eng,735,177,10,1998-06-18,Oxford University Press,0.24081632653061225,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,3.95,eng,400,11566,222,1962-07-30,Penguin Classics,28.915,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,4.49,eng,256,29,2,1999-05-10,Liguori Publications,0.11328125,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,eng,489,1050,74,1970-07-30,Penguin Books,2.147239263803681,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,3.95,eng,600,1149,41,2005-08-01,W. W. Norton & Company,1.915,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,5.0,eng,336,1,1,2003-06-17,Zondervan,0.002976190476190476,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,3.78,eng,136,17325,421,2006-10-01,Aegypan,127.38970588235294,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,3.63,eng,498,28,4,2005-02-15,Running Press,0.05622489959839357,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,3.86,eng,240,107189,2510,2006-04-25,Bantam,446.62083333333334,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76,eng,48,563,32,2004-08-01,Evans Brothers,11.729166666666666,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,4.11,eng,723,30022,948,2004-04-27,Modern Library,41.52420470262794,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Lighthouse at the End of the World,Jules Verne,3.64,eng,260,1752,40,2001-03-20,Fredonia Books (NL),6.7384615384615385,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,4.0,eng,85,3,1,2006-11-01,Helen Marx Books,0.03529411764705882,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,3.59,eng,276,199,9,2003-07-19,Fredonia Books (NL),0.7210144927536232,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,3.93,eng,236,156,17,2005-06-07,Signet,0.6610169491525424,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,3.93,eng,211,778,35,2003-12-30,Modern Library,3.6872037914691944,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,4.11,eng,630,114,14,2002-12-10,Modern Library,0.18095238095238095,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,3.99,eng,300,1956,39,2003-04-24,Fredonia Books (NL),6.52,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Final Payments,Mary Gordon,3.69,eng,304,551,78,2006-06-06,Anchor,1.8125,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,eng,308,3015,347,2007-01-02,Shaye Areheart Books,9.78896103896104,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mothman Prophecies,John A. Keel,3.54,eng,352,117,16,2002-03-07,Hodder & Stoughton,0.33238636363636365,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99,eng,270,265,26,1995-11-01,Health Communications,0.9814814814814815,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,3.7,eng,112,113,22,2000-10-17,Scribner,1.0089285714285714,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Promise of Rest,Reynolds Price/Mary Bess Engel,4.0,eng,368,253,16,1996-11-05,Scribner,0.6875,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Perfect Match,Jodi Picoult,3.95,eng,368,213,33,2002-05-01,Atria Books,0.5788043478260869,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Demon Box,Ken Kesey,3.56,eng,400,1418,55,1987-08-04,Penguin Books,3.545,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Sailor Song,Ken Kesey,3.58,eng,533,2015,105,1993-07-01,Penguin Books,3.7804878048780486,501-700,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,3.86,eng,205,193,10,1997-01-07,Running Press,0.9414634146341463,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Further Inquiry,Ken Kesey/Ron Bevirt,3.63,eng,215,226,3,1990-10-01,Viking Books,1.0511627906976744,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Goodnight Moon,Margaret Wise Brown/Clement Hurd,4.28,eng,32,276426,4975,2007-01-23,HarperCollins,8638.3125,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,3.57,eng,32,198,22,2007-07-01,HarperCollins Publishers,6.1875,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
New Rules: Polite Musings from a Timid Observer,Bill Maher,3.71,eng,304,5034,305,2005-07-26,Rodale Books,16.55921052631579,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
True Story,Bill Maher,3.11,eng,304,199,28,2005-10-01,Simon  Schuster,0.6546052631578947,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.51,eng,288,189,9,1997-05-20,Ballantine Books,0.65625,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Outsiders,S.E. Hinton,4.09,eng,218,2630,258,2003-03-06,Puffin Group,12.064220183486238,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,4.17,eng,300,190,20,2006-08-01,South End Press,0.6333333333333333,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,3.43,eng,192,122,12,2007-01-03,DC Comics,0.6354166666666666,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Sister Outsider: Essays and Speeches,Audre Lorde,4.49,eng,190,12105,568,1984-06-01,Crossing Press,63.71052631578947,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Caramelo,Sandra Cisneros,3.9,eng,441,9317,700,2003-09-09,Vintage,21.126984126984127,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The House on Mango Street,Sandra Cisneros,3.63,eng,2,108,21,2005-08-30,Random House Audio,54.0,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,4.41,eng,522,67,7,2001-12-15,University of Oklahoma Press,0.12835249042145594,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Merchant of Venice,William Shakespeare,3.8,eng,240,140,8,2005-04-07,Penguin Classics,0.5833333333333334,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,4.02,eng,640,2167,30,2004-10-01,Aladdin,3.3859375,501-700,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,3.86,eng,210,8279,179,1996-04-01,Applewood Books,39.423809523809524,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,3.99,eng,210,53304,2118,1991-09-01,Applewood Books,253.82857142857142,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,3.89,eng,215,4920,95,2003-02-01,Applewood Books,22.88372093023256,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,3.89,eng,228,4249,89,2001-12-01,Applewood Books,18.635964912280702,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,4.08,eng,416,412,42,2000-08-15,One World (UK),0.9903846153846154,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Greatest Generation,Tom Brokaw,4.01,eng,464,14233,914,2001-05-01,Random House Trade Paperbacks,30.674568965517242,301-500,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,4.17,eng,336,2979,163,2001-09-06,Random House,8.866071428571429,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Weekend Warriors (Sisterhood  #1),Fern Michaels,4.05,eng,304,6783,562,2004-07-01,Kensington,22.3125,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Weekend Novelist,Robert J. Ray/Bret Norris,3.67,eng,266,368,36,2005-04-01,Billboard Books,1.3834586466165413,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,3.67,eng,368,31,7,2006-05-04,Harry N. Abrams,0.08423913043478261,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
North Carolina Weekends,Lynn Setzer,3.71,eng,353,7,1,2003-10-01,John F. Blair  Publisher,0.019830028328611898,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,3.94,eng,465,324,40,2001-12-11,Modern Library,0.6967741935483871,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Selected Poems,Thomas Hardy/Robert Mezey,3.96,eng,320,1509,30,1998-12-01,Penguin Books,4.715625,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Selected Poetry,Thomas Hardy/Samuel Hynes,3.96,eng,304,9,0,1999-05-06,Oxford University Press,0.029605263157894735,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,4.09,eng,384,2031,79,2003-08-26,Pocket Star Books,5.2890625,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Underworld: The Mysterious Origins of Civilization,Graham Hancock,3.95,eng,784,1112,70,2003-10-28,Three Rivers Press,1.4183673469387754,701-1000,1,"Cluster 1: Classificação Elevada, Muitas Páginas"
The Dream and the Underworld,James Hillman,4.22,eng,256,746,34,1979-07-25,William Morrow Paperbacks,2.9140625,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,3.96,eng,160,840,23,2005-12-01,Scholastic Paperbacks,5.25,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,3.35,eng,120,83,6,2001-10-16,Dark Horse Books,0.6916666666666667,101-300,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,3.91,eng,310,548,26,2004-11-30,Pocket Star,1.767741935483871,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Queen of the Underworld,Gail Godwin,2.89,eng,368,541,100,2007-01-30,Ballantine Books,1.4701086956521738,301-500,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,4.09,spa,24,33,2,2003-02-25,Random House Para Ninos,1.375,0-100,0,"Cluster 0: Classificação Moderada, Páginas Moderadas"
